status,display_name,first_name,last_name,esb_id,gsis_id,suffix,birth_date,college_name,position_group,position,jersey_number,height,weight,years_of_experience,team_abbr,team_seq,current_team_id,football_name,entry_year,rookie_year,draft_club,college_conference,status_description_abbr,status_short_description,gsis_it_id,short_name,smart_id,headshot,draft_number,uniform_number,draft_round,season
RET,Carlton Medder,Carlton,Medder,MED101291,00-0025935,,,,OL,G,66,77,315,1,ARI,,3800,,,,,,,,,,32004d45-4410-1291-16c9-ddda534fdf99,,,,,
RES,Carson Palmer,Carson,Palmer,PAL249055,00-0021429,,27-12-1979,USC,QB,QB,3,77,235,15,ARI,1,3800,Carson,2003,2003,CIN,Pacific Ten Conference,A01,Active,28037,C.Palmer,32005041-4c24-9055-fd96-2b522c21ff59,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/belgna3tokxga0gjjmwk",1,,,
CUT,Carson Strong,Carson,Strong,STR606190,00-0037139,,,Nevada,QB,QB,8,76,215,,ARI,,3800,Carson,2022,2022,,Mountain West Conference,P01,Practice Squad,54817,C.Strong,32005354-5260-6190-8574-8df4e803866b,,,8O,,
ACT,Carter O'Donnell,Carter,O'Donnell,ODO534448,00-0035853,,23-12-1998,"Alberta, Can.",OL,T,61,78,315,2,ARI,,3800,Carter,2020,2020,,Canada West Universities Athletic Association,I01,Inactive,52755,C.O'Donnell,32004f44-4f53-4448-5a2b-c46b1d4f5d92,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yuwj1gf5r74opozdvhf4",,61,,2020
RET,Cary Blanchard,Cary,Blanchard,BLA631158,00-0001343,,,,SPEC,K,15,73,232,10,ARI,,3800,,,,,,,,,,3200424c-4163-1158-afd4-f66e84d607ce,,,,,
RET,Casey Knips,Casey,Knips,KNI804587,00-0027348,,,,OL,T,69,80,300,0,ARI,,3800,,,,,,,,,,32004b4e-4980-4587-be28-4352d1bca1cf,,,,,
RET,Cecil Gray,Cecil,Gray,GRA610944,00-0006266,,,,OL,T,,76,305,6,ARI,,3800,,,,,,,,,,32004752-4161-0944-be27-c5726a8aeb27,,,,,
RET,Cedric Davis,Cedric,Davis,DAV221253,00-0003954,,,,DB,CB,,69,170,0,ARI,,3800,,,,,,,,,,32004441-5622-1253-f1dd-29803dacc183,,,,,
RET,Cedric Oglesby,Cedric,Oglesby,OGL354380,00-0019766,,,,SPEC,K,1,70,180,0,ARI,,3800,,,,,,,,,,32004f47-4c35-4380-e1a1-7f6fed379bd7,,,,,
RET,Cedric Smith,Cedric,Smith,SMI116000,00-0015119,,,,RB,FB,45,71,250,7,ARI,,3800,,,,,,,,,,3200534d-4911-6000-a1d9-eb2c3982eafa,,,,,
RET,Chad Brown,Chad,Brown,BRO300874,00-0001886,,,,DL,DE,,79,265,3,ARI,,3800,,,,,,,,,,32004252-4f30-0874-894e-929c8cdedb02,,,,,
RET,Chad Carpenter,Chad,Carpenter,CAR297327,00-0002662,,,,WR,WR,12,72,200,1,ARI,,3800,,,,,,,,,,32004341-5229-7327-5b40-ae083876c80a,,,,,
RET,Chad May,Chad,May,MAY041948,00-0010587,,,,QB,QB,5,73,219,2,ARI,,3800,,,,,,,,,,32004d41-5904-1948-ce1d-89f5782cdf81,,,,,
RET,Chansi Stuckey,Chansi,Stuckey,STU151218,00-0025622,,,,WR,WR,17,72,196,5,ARI,,3800,,,,,,,,,,32005354-5515-1218-ec1c-24d0695ec5a1,,,,,
RET,Charles Ali,Charles,Ali,ALI029662,00-0024763,,,,RB,RB,42,74,255,3,ARI,,3800,,,,,,,,,,3200414c-4902-9662-554f-e42b1beb4b0a,,,,,
UFA,Charles Clay,Charles,Clay,CLA715825,00-0028112,,13-02-1989,Tulsa,TE,TE,85,75,246,10,ARI,1,3800,Charles,2011,2011,MIA,Conference USA,A01,Active,37249,C.Clay,3200434c-4171-5825-3a82-f46dac73acad,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gbfhfjn5cxtou5aazegt",174,,,
RET,Charles Lee,Charles,Lee,LEE120213,00-0019505,,,,WR,WR,82,75,227,6,ARI,,3800,,,,,,,,,,32004c45-4512-0213-2d92-5929e70cbfc2,,,,,
U01,Charles Washington,Charles,Washington,WAS082938,00-0032560,III,10-03-1993,Fresno State,DB,FS,28,70,192,4,ARI,1,3800,Charles,2016,2016,,Mountain West Conference,U01,R/UFA,43680,C.Washington,32005741-5308-2938-c497-7cfd2d22cbf6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tdkgm2yjdrw67v41lyxr",,28,,
RET,Chase Bullock,Chase,Bullock,BUL497799,00-0026733,,,,LB,LB,96,75,255,0,ARI,,3800,,,,,,,,,,32004255-4c49-7799-ecac-2e34c2c01336,,,,,
RET,Chester Taylor,Chester,Taylor,TAY110311,00-0021314,,,,RB,RB,29,71,213,10,ARI,,3800,,,,,,,,,,32005441-5911-0311-d16d-20d0ca9b4faf,,,,,
RET,Chike Okeafor,Chike,Okeafor,OKE059326,00-0012333,,,,LB,OLB,56,77,256,11,ARI,,3800,,,,,,,,,,32004f4b-4505-9326-569b-f433a6e26a74,,,,,
RET,Chilo Rachal,Chilo,Rachal,RAC237924,00-0026179,,,,OL,G,73,77,323,6,ARI,,3800,,,,,,,,,,32005241-4323-7924-58b0-ed51b969e4d8,,,,,
RES,Chris Banjo,Ayorunmi,Banjo,BAN373418,00-0029747,,26-02-1990,Southern Methodist,DB,FS,31,70,207,7,ARI,1,3800,Chris,2013,2013,,Conference USA,R01,R/Injured,39941,C.Banjo,32004241-4e37-3418-7494-6de47748ece8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ibqowvcvkzurwo95ukg9",,31,,
CUT,Chris Bazile,Chris,Bazile,BAZ479548,00-0034053,,25-10-1991,Grambling State,TE,TE,81,76,250,0,ARI,1,3800,Chris,2017,2018,,Southwestern Athletic Conference,A01,Active,44735,C.Bazile,32004241-5a47-9548-b397-6a86feab50ae,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bacp3jraukay85vz02um",,,,
RET,Chris Clemons,Chris,Clemons,CLE388197,00-0027115,,,,DB,DB,29,73,215,8,ARI,,3800,,,,,,,,,,3200434c-4538-8197-5084-736dfdd2080b,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iiodgd9qgyn4qhoythj9",,,,
RET,Chris Gedney,Chris,Gedney,GED637767,00-0005860,,,,TE,TE,84,77,254,7,ARI,,3800,,,,,,,,,,32004745-4463-7767-766a-c5121baa95f7,,,,,
CUT,Chris Hubert,Chris,Hubert,HUB710521,00-0032815,,08-05-1993,Fayetteville State,WR,WR,81,69,170,1,ARI,1,3800,Chris,2016,2016,,Central Intercollegiate Athletic Association,A01,Active,43882,C.Hubert,32004855-4271-0521-f252-88afc39d1553,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o85nxu3wqvzaikpndvho",,,,
RET,Chris Jacke,Chris,Jacke,JAC009028,00-0008080,,,,SPEC,K,13,72,207,10,ARI,,3800,,,,,,,,,,32004a41-4300-9028-fced-c2e1e2c53dde,,,,,
CUT,Chris Johnson,Chris,Johnson,JOH127799,00-0026164,,23-09-1985,East Carolina,RB,RB,23,71,203,10,ARI,1,3800,Chris,2008,2008,TEN,Conference USA,A01,Active,33105,C.Johnson,32004a4f-4812-7799-60ed-edd2ca00d32e,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ryf9nc84eovvdbf0cz79",24,,,
CUT,Chris Pierce,Chris,Pierce,PIE240435,00-0037556,,,Vanderbilt,TE,TE,49,76,235,,ARI,,3800,Chris,2022,2022,,Southeastern Conference,W03,Waivers/No Rec.,55144,C.Pierce,32005049-4524-0435-178b-724b3ccb29a3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/olkr27fwvs34jjiuwmel",,49,,
RET,Chris Rainey,Chris,Rainey,RAI599645,00-0029140,,,,RB,RB,,69,180,3,ARI,,3800,,,,,,,,,,32005241-4959-9645-98dd-77d310ac7075,,,,,
RET,Chris Stewart,Chris,Stewart,STE752383,00-0028290,,,,OL,G,61,76,325,1,ARI,,3800,,,,,,,,,,32005354-4575-2383-4a5d-fa85379f2618,,,,,
RET,Chris Swartz,Chris,Swartz,SWA677214,00-0015956,,,,QB,QB,,75,195,1,ARI,,3800,,,,,,,,,,32005357-4167-7214-f4cb-faee4b84e49f,,,,,
RET,Chris Vincent,Chris,Vincent,VIN395864,00-0025736,,,,RB,RB,30,73,218,1,ARI,,3800,,,,,,,,,,32005649-4e39-5864-e8cc-67a508f8aca3,,,,,
ACT,Christian Matthew,Christian,Matthew,MAT476006,00-0037747,,,Valdosta State,DB,CB,35,76,200,2,ARI,,3800,Christian,2022,2022,ARI,Gulf South Conference,A01,Active,54709,C.Matthew,32004d41-5447-6006-81de-641aea95b3bd,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cuicjah24hkfebbju5xg",244,35,,
RET,Chukky Okobi,Chukky,Okobi,OKO055371,00-0020255,,,,OL,C,55,73,305,7,ARI,,3800,,,,,,,,,,32004f4b-4f05-5371-5c1d-07c5adc3880a,,,,,
RET,Clarence Curry,Clarence,Curry,CUR435980,00-0022661,,,,DB,CB,41,73,210,0,ARI,,3800,,,,,,,,,,32004355-5243-5980-46fb-3824e28f7a29,,,,,
RET,Clarence Williams,Clarence,Williams,WIL189879,00-0018568,,,,RB,RB,21,69,196,1,ARI,,3800,,,,,,,,,,32005749-4c18-9879-f1ee-171993fccb8c,,,,,
ACT,Clayton Tune,Clayton,Tune,TUN207645,00-0038582,,,Houston,QB,QB,15,75,220,0,ARI,,3800,Clayton,2023,2023,ARI,American Athletic Conference,A01,Active,56004,C.Tune,32005455-4e20-7645-a8d5-751fe16584b1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/njs91q8pw0ebqpvwspp1",139,15,,
RET,Cliff Louis,Cliff,Louis,LOU654677,00-0024810,,,,OL,T,65,80,315,1,ARI,,3800,,,,,,,,,,32004c4f-5565-4677-46bb-08a39145aef9,,,,,
UFA,Clinton McDonald,Clinton,McDonald,MCD242013,00-0026964,,06-01-1987,Memphis,DL,DT,93,74,297,11,ARI,1,3800,Clinton,2009,2009,CIN,Conference USA,A01,Active,34700,C.McDonald,32004d43-4424-2013-d058-38a6f5f3ef39,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w5ifm5yk23wn8tccsnk8",249,,,
RET,Coby Rhinehart,Coby,Rhinehart,RHI444955,00-0013623,,,,DB,CB,23,71,191,5,ARI,,3800,,,,,,,,,,32005248-4944-4955-d43f-4c36df1d2c9c,,,,,
CUT,Cohl Cabral,Cohl,Cabral,CAB254799,00-0035930,,11-02-1998,Arizona State,OL,C,79,77,295,1,ARI,,3800,Cohl,2020,2020,,Pacific Twelve Conference,W03,Waivers/No Rec.,52832,C.Cabral,32004341-4225-4799-1c8b-4dc47a2026ab,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/npvqt0gboazvopg9eylw",,79,,2020
RES,Cole McDonald,Cole,McDonald,,00-0036257,,,Hawaii,QB,QB,2,76,220,0,ARI,,3800,Cole,2020,2020,TEN,Mountain West Conference,R23,Reserve/Future,52632,C.McDonald,3200474f-5204-5716-a75e-4ec8e313a651,,224,2,,2020
RET,Colin Parker,Colin,Parker,PAR204807,00-0029351,,,,LB,LB,52,73,223,1,ARI,,3800,,,,,,,,,,32005041-5220-4807-bc88-2d16db685c47,,,,,
CUT,Colt McCoy,Daniel,McCoy,MCC603149,00-0027688,,05-09-1986,Texas,QB,QB,12,73,212,14,ARI,1,3800,Colt,2010,2010,CLE,Big Twelve Conference,A01,Active,35524,C.McCoy,32004d43-4360-3149-3730-03f6064d0cb7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mvcoi7f6thyudufnh0dx",85,12,,
RET,Cordian Hagans,Cordian,Hagans,HAG042749,00-0029917,,,,DL,DT,60,77,280,0,ARI,,3800,,,,,,,,,,32004841-4704-2749-7b1d-2d825d59d5b1,,,,,
DEV,Corey Clement,Corey,Clement,CLE186218,00-0033725,,02-11-1994,Wisconsin,RB,RB,23,70,220,7,ARI,1,3800,Corey,2017,2017,,Big Ten Conference,P07,PS; Vet,45599,C.Clement,3200434c-4518-6218-e72b-31a350611a4e,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rrbdxl0frmnyr1qcgexd",,23,,
CUT,Corey Willis,Corey,Willis,WIL598004,00-0034493,,02-05-1995,Central Michigan,WR,WR,83,70,182,0,ARI,1,3800,Corey,2018,2018,,Mid-American Conference,A01,Active,46677,C.Willis,32005749-4c59-8004-4c4a-3a2db54e3cc0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h3mhkxyzqgdfnyigksaz",,,,
CUT,Cortez Davis,Cortez,Davis,DAV248308,00-0037449,,,Hawaii,DB,DB,37,71,180,,ARI,,3800,Cortez,2022,2022,,Mountain West Conference,W03,Waivers/No Rec.,55034,C.Davis,32004441-5624-8308-6b5f-7db01774adaa,,,37,,
ACT,Cory Redding,Cory,Redding,RED327892,00-0021998,,15-11-1980,Texas,DL,DE,90,76,318,13,ARI,1,3800,Cory,,,,,,,28102,,32005245-4432-7892-c867-e12f202799c9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jraoxnfjje0x5wsaf05b",,,,
RET,Curtis Gatewood,Curtis,Gatewood,GAT206680,00-0025906,,,,LB,OLB,57,75,250,2,ARI,,3800,,,,,,,,,,32004741-5420-6680-e1cd-97a533eb81ab,,,,,
RET,Curtis Taylor,Curtis,Taylor,TAY137718,00-0026501,,,,DB,DB,27,74,212,3,ARI,,3800,,,,,,,,,,32005441-5913-7718-cc30-9b79dc39df43,,,,,
UFA,D.J. Foster,Darryll,Foster,FOS199981,00-0032577,Jr.,22-11-1993,Arizona State,RB,RB,37,72,205,5,ARI,1,3800,D.J.,2016,2016,,Pacific Twelve Conference,A01,Active,43697,D.Foster,3200464f-5319-9981-38eb-7acc9e425a3f,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/thjquiyzbnepofa1mb94",,37,,
ACT,D.J. Humphries,DeMarcus,Humphries,HUM728022,00-0032222,Jr.,28-12-1993,Florida,OL,T,74,77,307,9,ARI,1,3800,D.J.,2015,2015,ARI,Southeastern Conference,A01,Active,42367,D.Humphries,32004855-4d72-8022-b4bf-94e3429ecec8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ehmg3ymvanqw99lm7c3v",24,74,,
RET,D.J. Johnson,D.J.,Johnson,JOH179709,00-0008464,,,,DB,DB,44,72,190,8,ARI,,3800,,,,,,,,,,32004a4f-4817-9709-f3a1-44760b534745,,,,,
RET,Daiveun Curry-Chapman,Daiveun,Curry-Chapman,CUR555815,00-0028716,,,,WR,WR,16,74,195,0,ARI,,3800,,,,,,,,,,32004355-5255-5815-590e-3dd657d10751,,,,,
RET,Damien Anderson,Damien,Anderson,AND174725,00-0021048,,,,RB,RB,22,71,218,5,ARI,,3800,,,,,,,,,,3200414e-4417-4725-747c-244a85f5e402,,,,,
RET,Damien Thigpen,Damien,Thigpen,THI674373,00-0031358,,,,RB,RB,42,68,180,0,ARI,,3800,,,,,,,,,,32005448-4967-4373-3053-39dbdb3e772e,,,,,
RET,Dan Buckner,Dan,Buckner,BUC766135,00-0030299,,,,WR,WR,81,76,215,1,ARI,,3800,,,,,,,,,,32004255-4376-6135-2219-9e33d90f4e5d,,,,,
RET,Dan Kreider,Dan,Kreider,KRE108154,00-0019135,,,,RB,FB,35,71,250,10,ARI,,3800,,,,,,,,,,32004b52-4510-8154-fc99-bffce164584e,,,,,
DEV,Daniel Arias,Daniel,Arias,ARI318217,00-0038702,,,Colorado,WR,WR,81,76,215,0,ARI,,3800,Daniel,2023,2023,,Pacific Twelve Conference,P01,Practice Squad,56392,D.Arias,32004152-4931-8217-4402-8d12902446ba,,,81,,
CUT,Daniel Braverman,Daniel,Braverman,BRA694296,00-0032801,,28-09-1993,Western Michigan,WR,WR,83,70,185,1,ARI,1,3800,Daniel,2016,2016,CHI,Mid-American Conference,A01,Active,43519,D.Braverman,32004252-4169-4296-ee8a-3950d53fffe9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qwll2f0hngeluwrxr0gl",230,,,
RET,Daniel Giordano,Daniel,Giordano,GIO553860,00-0030295,,,,LB,LB,48,76,260,0,ARI,,3800,,,,,,,,,,32004749-4f55-3860-e4df-a3ab9e831043,,,,,
RET,Danny Dillon,Danny,Dillon,DIL256470,00-0032494,,,,SPEC,LS,48,75,225,0,ARI,,3800,,,,,,,,,,32004449-4c25-6470-a451-731a729ea2bb,,,,,
CUT,Dante Booker,Dante,Booker,BOO008598,00-0035482,,02-10-1995,Ohio State,LB,LB,51,75,240,0,ARI,1,3800,Dante,2019,2019,,Big Ten Conference,A01,Active,48626,D.Booker,3200424f-4f00-8598-8ac1-4dec6785285f,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cemqbxgcjo70v0czwcyx",,,,
RET,Dante Ellington,Dante,Ellington,ELL165051,00-0021498,,,,OL,T,68,77,363,1,ARI,,3800,,,,,,,,,,3200454c-4c16-5051-5a68-040a72d5214d,,,,,
ACT,Dante Stills,Dante,Stills,STI401047,00-0038623,,,West Virginia,DL,DE,55,76,285,0,ARI,,3800,Dante,2023,2023,ARI,Big Twelve Conference,I01,Inactive,56078,D.Stills,32005354-4940-1047-64a1-126f952db8f0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mjw66yx6mafncshskyob",213,55,,
CUT,Darius Kilgo,Darius,Kilgo,KIL211314,00-0032138,,14-12-1991,Maryland,DL,DT,70,75,312,5,ARI,1,3800,Darius,2015,2015,DEN,Big Ten Conference,A01,Active,42546,D.Kilgo,32004b49-4c21-1314-d2eb-37f2f9474359,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mceptbsvkcotyalm6qav",203,70,,
CUT,Darius Victor,Darius,Victor,VIC742503,00-0034007,,18-03-1994,Towson,RB,RB,32,68,209,1,ARI,1,3800,Darius,2017,2017,,Colonial Athletic Association,A01,Active,45836,D.Victor,32005649-4374-2503-c067-1cb51088dd98,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/trgykzjv5gw5pt2bnh7h",,,,
RET,Darren Mougey,Darren,Mougey,MOU221487,00-0026503,,,,WR,WR,85,77,219,1,ARI,,3800,,,,,,,,,,32004d4f-5522-1487-177d-d5f205d21ad0,,,,,
RET,Darren Woodard,Darren,Woodard,WOO201159,00-0030057,,,,DB,DB,27,71,175,1,ARI,,3800,,,,,,,,,,3200574f-4f20-1159-7f25-2b5709f20b2e,,,,,
RET,Darryl Sharpton,Darryl,Sharpton,SHA507578,00-0027703,,,,LB,LB,59,71,235,6,ARI,,3800,,,,,,,,,,32005348-4150-7578-bd50-0ba002fc0551,,,,,
UFA,Daryl Washington,Daryl,Washington,WAS186798,00-0027886,,09-10-1986,Texas Christian,LB,LB,58,74,238,5,ARI,1,3800,Daryl,,,,,,,35486,,32005741-5318-6798-a3a4-3490d3a6e217,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/erlgkozi6mkabnv9tfka",,,,
RET,Dave Brown,Dave,Brown,BRO381657,00-0001907,,,,QB,QB,17,78,230,10,ARI,,3800,,,,,,,,,,32004252-4f38-1657-1ca6-8a45d2de5956,,,,,
RET,Dave Zastudil,Dave,Zastudil,ZAS622937,00-0021235,,,,SPEC,P,9,75,220,14,ARI,,3800,,,,,,,,,,32005a41-5362-2937-c55b-4bde0ae0fac1,,,,,
UFA,David Amerson,David,Amerson,AME404790,00-0030420,,08-12-1991,North Carolina State,DB,CB,38,73,205,7,ARI,1,3800,David,2013,2013,WAS,Atlantic Coast Conference,A01,Active,39999,D.Amerson,3200414d-4540-4790-438d-05a5b6df8574,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c8cszehpmckghfcsg44l",51,,,
,Adam Hayward,Adam,Hayward,HAY776168,00-0025569,,,,,,,,,,,,,,,,,,,,32375,,32004841-5977-6168-45cd-713e6f33dddb,,,,6,
CUT,David Anenih,David,Anenih,ANE712660,00-0037592,,,Houston,LB,OLB,57,75,249,2,ARI,,3800,David,2022,2022,,American Athletic Conference,W03,Waivers/No Rec.,55180,D.Anenih,3200414e-4571-2660-15eb-d8f04d267466,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hdivpncrququjnukvyoq",,57,,
RET,David Holloway,David,Holloway,HOL340890,00-0025675,,,,LB,LB,49,74,234,1,ARI,,3800,,,,,,,,,,3200484f-4c34-0890-a2ca-415f1813c3fe,,,,,
RET,David Merritt,David,Merritt,MER582010,00-0011138,,,,LB,OLB,,73,237,3,ARI,,3800,,,,,,,,,,32004d45-5258-2010-b983-257bab59f2b7,,,,,
CUT,David Moala,David,Moala,MOA347918,00-0032526,,30-12-1992,Utah State,DL,DT,79,73,311,1,ARI,1,3800,David,2016,2016,,Mountain West Conference,A01,Active,43646,D.Moala,32004d4f-4134-7918-dde2-573471fc0fb6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xdgbube6vn6kfbxlwgnb",,,,
RET,David Moosman,David,Moosman,MOO813217,00-0027354,,,,OL,C,60,77,298,0,ARI,,3800,,,,,,,,,,32004d4f-4f81-3217-6317-0677e52c2d1b,,,,,
CUT,David Parry,David,Parry,PAR702152,00-0031592,,07-03-1992,Stanford,DL,DT,93,74,317,4,ARI,1,3800,David,2015,2015,IND,Pacific Twelve Conference,A01,Active,42494,D.Parry,32005041-5270-2152-9e79-7fe18f700697,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/se6uhfcrrk3c5zbacrmh",151,93,,
CUT,Davion Davis,Davion,Davis,DAV262137,00-0035101,,23-10-1996,Sam Houston State,WR,WR,10,71,195,2,ARI,1,3800,Davion,2019,2019,,Southland Conference,W03,Waivers/No Rec.,48209,D.Davis,32004441-5626-2137-90c0-91ca6690daa1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sqsasalphgxytdferwds",,10,,
CUT,De'Chavon Hayes,De'Chavon,Hayes,HAY101699,00-0033603,,18-07-1992,Arizona State,DB,DB,48,71,192,0,ARI,1,3800,De'Chavon,2017,2017,,Pacific Twelve Conference,A01,Active,45473,D.Hayes,32004841-5910-1699-a8f7-b0a2237a21b1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f5dt5tlstoo8w7rngzdg",,,,
RET,DeMario Minter,DeMario,Minter,MIN639501,00-0024366,,,,DB,CB,23,71,199,2,ARI,,3800,,,,,,,,,,32004d49-4e63-9501-1842-e8973f3df380,,,,,
RET,Dean Muhtadi,Dean,Muhtadi,MUH733681,00-0026816,,,,DL,DE,64,75,296,0,ARI,,3800,,,,,,,,,,32004d55-4873-3681-f164-e005f7e6f60f,,,,,
CUT,Deatrick Nichols,Deatrick,Nichols,NIC163369,00-0034481,,08-06-1994,South Florida,DB,CB,28,70,189,2,ARI,1,2700,Deatrick,2018,2018,,American Athletic Conference,A01,Active,46665,D.Nichols,32004e49-4316-3369-c091-2b56b0a54df7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bqdfnqwijuqqpwn40kyt",,,,
ACT,Demetrius Harris,Demetrius,Harris,HAR363756,00-0030155,,29-07-1991,Wisconsin-Milwaukee,TE,TE,84,79,230,7,ARI,1,3800,Demetrius,2013,2013,,NO FOOTBALL,A01,Active,40615,D.Harris,32004841-5236-3756-791f-6f947ad959aa,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlajcnjlosuajmqswxvl",,84,,
RES,Dennis Daley,Dennis,Daley,DAL290157,00-0035300,,07-08-1996,South Carolina,OL,T,71,78,324,5,ARI,1,3800,Dennis,2019,2019,CAR,Southeastern Conference,R01,R/Injured,47995,D.Daley,32004441-4c29-0157-d412-098daf85b770,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vmjhwdrhizhlakdxlsd1",212,71,,
RET,Dennis Dixon,Dennis,Dixon,DIX123425,00-0026296,,,,QB,QB,,75,215,5,ARI,,3800,,,,,,,,,,32004449-5812-3425-cd3e-50f84be16deb,,,,,
ACT,Dennis Gardeck,Dennis,Gardeck,GAR121450,00-0034473,,09-08-1994,Sioux Falls,LB,OLB,45,72,232,6,ARI,1,3800,Dennis,2018,2018,,Northern Sun Intercollegiate Conference,A01,Active,46657,D.Gardeck,32004741-5212-1450-fa3a-1b30e8e4d1dd,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/apa15w67lwuxt4ucnqhc",,45,,
RET,Dennis Keyes,Dennis,Keyes,KEY175574,00-0025933,,,,DB,FS,38,74,203,1,ARI,,3800,,,,,,,,,,32004b45-5917-5574-c7d2-6fe43575f563,,,,,
RET,Dennis McKinley,Dennis,McKinley,MCK395782,00-0010951,,,,RB,RB,39,74,247,4,ARI,,3800,,,,,,,,,,32004d43-4b39-5782-ebb4-05fe5d6ff3be,,,,,
CUT,Deon Yelder,Deon,Yelder,YEL046686,00-0034319,,06-03-1995,Western Kentucky,TE,TE,81,76,255,3,ARI,1,3800,Deon,2018,2018,,Conference USA,A01,Active,46544,D.Yelder,32005945-4c04-6686-b6e5-55cf4fb5878b,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ipykvobx6lilpvc5vyca",,81,,
RET,Derek Brown,Derek,Brown,BRO391782,00-0001919,,,,TE,TE,49,78,271,9,ARI,,3800,,,,,,,,,,32004252-4f39-1782-61c8-7aa458bde5d4,,,,,
RET,Derek Epperson,Derek,Epperson,EPP128680,00-0028718,,,,SPEC,P,9,75,240,0,ARI,,3800,,,,,,,,,,32004550-5012-8680-cf81-fabe97b150a0,,,,,
RET,Derrell Johnson,Derrell,Johnson,JOH000008,00-0030866,,,,LB,LB,49,74,257,0,ARI,,3800,,,,,,,,,,32004a4f-4800-0008-cf8a-b1f6a98ce6ed,,,,,
UFA,Derrick Coleman,Derrick,Coleman,COL248659,00-0029068,Jr.,18-10-1990,UCLA,RB,FB,32,72,233,6,ARI,1,3800,Derrick,2012,2012,,Pacific Twelve Conference,A01,Active,39015,D.Coleman,3200434f-4c24-8659-4189-b4b32d0c8262,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmgzlxi6qlrvvyrzkuh2",,,,
RET,Derrick Moore,Derrick,Moore,MOO271072,00-0011556,,,,RB,RB,40,72,238,6,ARI,,3800,,,,,,,,,,32004d4f-4f27-1072-5825-2001eb07d68d,,,,,
RET,Desia Dunn,Desia,Dunn,DUN538228,00-0028717,,,,DB,CB,43,69,195,0,ARI,,3800,,,,,,,,,,32004455-4e53-8228-b16f-cf38fa7feebe,,,,,
ACT,Desmond Harrison,Desmond,Harrison,HAR578753,00-0034259,,08-10-1993,West Georgia,OL,T,69,78,288,2,ARI,1,3800,Desmond,2018,2018,,Gulf South Conference,A01,Active,46512,D.Harrison,32004841-5257-8753-d1cd-baeb1f76617c,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jb4tfv68dsq6qy9eqwjq",,,,
RET,Deveric Gallington,Deveric,Gallington,GAL637441,00-0029753,,,,OL,C,67,75,314,0,ARI,,3800,,,,,,,,,,32004741-4c63-7441-dff0-d39d244b9418,,,,,
RET,Devon McDonald,Devon,McDonald,MCD248075,00-0010797,,,,LB,LB,55,76,240,4,ARI,,3800,,,,,,,,,,32004d43-4424-8075-6461-110bbd4db9d0,,,,,
RET,Diamond Ferri,Diamond,Ferri,FER725538,00-0023056,,,,RB,RB,36,70,223,1,ARI,,3800,,,,,,,,,,32004645-5272-5538-b4f1-c839dfe588a4,,,,,
RET,Dionte Johnson,Dionte,Johnson,JOH203750,00-0025939,,,,RB,RB,44,72,238,0,ARI,,3800,,,,,,,,,,32004a4f-4820-3750-89d8-3d1b9c5852ee,,,,,
